,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,contract_months_left,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn
4959,45317,0,8460,2012-10-12,2016-11-12,2015-09-18,2015-11-13,49,502.72,555,0.0,15.82,0.141434,0.0,44.31137796,No,79.5,7.32,7.32,2,37.56,3,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
4960,7454,0,0,2010-01-22,2017-01-22,2015-11-16,2016-01-24,84,1127.53,0,0.0,19.6,0.145541,0.0,44.31137796,No,0.0,33.12,33.12,1,117.71,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
4961,91531,0,2482,2011-08-03,2016-08-03,2015-06-16,2015-08-04,60,2217.96,0,0.0,16.28,0.141434,0.0,44.31137796,No,0.0,14.7,14.7,2,197.29,4,lxidpiddsbxsbosboudacockeimpuepw,13.85,Stayed
4962,543,0,0,2010-05-12,2016-05-12,2010-05-12,2015-05-13,72,71.66,0,0.0,16.97,0.16405699999999998,0.08680299999999999,44.31137796,No,0.0,25.56,25.56,1,6.52,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,Stayed
4963,31502,0,3927,2009-08-24,2016-08-24,2009-08-24,2015-08-25,84,3196.45,3927,0.0,168.67,0.115174,0.098837,40.606701,No,386.61,20.64,20.64,1,314.54,6,lxidpiddsbxsbosboudacockeimpuepw,33.0,Churned
4964,9925,0,2739,2012-07-10,2016-08-05,2015-06-20,2015-08-06,49,1074.91,2739,0.0,16.74,0.162904,0.085646,44.31137796,No,257.65,15.36,15.36,1,82.67,4,ldkssxwpmemidmecebumciepifcamkci,14.49,Stayed
4965,2890,0,0,2011-10-21,2016-10-21,2011-10-21,2015-10-23,60,433.78,0,0.0,16.17,0.146348,0.0,46.30537836,No,0.0,21.64,21.64,1,41.48,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
4966,3386,0,77,2012-05-04,2016-05-04,2013-11-05,2015-05-05,48,335.17,77,0.0,129.61,0.11690999999999999,0.10057200000000001,40.606701,No,7.46,90.6,90.6,1,98.81,4,lxidpiddsbxsbosboudacockeimpuepw,50.0,Stayed
4967,17,0,0,2009-08-27,2016-08-27,2015-06-17,2015-08-28,84,2.49,0,0.0,19.12,0.141434,0.0,44.31137796,No,0.0,15.72,15.72,1,0.16,6,ldkssxwpmemidmecebumciepifcamkci,13.2,Stayed
4968,7162,0,885,2010-05-12,2016-05-12,2015-04-14,2015-05-14,72,1067.51,885,0.0,18.29,0.144558,0.0,44.31137796,No,129.4,19.2,19.2,1,103.66,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
4969,5387,0,1875,2013-01-03,2017-01-03,2015-05-24,2016-01-04,48,539.03,1875,0.0,142.22,0.11633099999999999,0.099441,40.606701,No,188.42,43.08,43.08,1,14.58,3,ldkssxwpmemidmecebumciepifcamkci,17.25,Stayed
4970,17884,0,0,2009-11-02,2016-11-02,2009-11-02,2015-11-04,84,2647.88,0,0.0,15.66,0.14463099999999998,0.0,44.31137796,No,0.0,6.18,6.18,1,251.38,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
4971,7263,0,0,2010-07-29,2016-07-29,2010-07-29,2015-07-31,72,1090.89,0,0.0,19.65,0.14571099999999998,0.0,44.31137796,No,0.0,19.48,19.48,1,110.15,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,Stayed
4972,49098,41590,5666,2012-06-19,2016-06-19,2012-06-19,2015-06-23,48,1903.85,1320,0.0,129.72,0.11690999999999999,0.10057200000000001,40.606701,Yes,133.81,25.4,25.4,2,219.17,4,lxidpiddsbxsbosboudacockeimpuepw,27.713,Stayed
4973,11200,2663,1068,2012-03-22,2016-03-21,2012-03-22,2015-03-23,48,1666.64,1068,0.0,13.75,0.144149,0.0,44.31137796,Yes,155.96,30.86,30.86,2,169.38,4,lxidpiddsbxsbosboudacockeimpuepw,15.0,Stayed
4974,415449,0,38812,2012-09-15,2016-09-17,2013-09-17,2015-09-18,48,35558.75,38812,0.0,359.25,0.094954,0.087382,58.99595196,No,3182.76,20.69,20.69,1,1774.76,3,lxidpiddsbxsbosboudacockeimpuepw,115.0,Stayed
4975,28185,0,3285,2012-04-30,2016-04-30,2012-04-30,2015-05-01,48,2368.97,1581,0.0,13.81,0.14316600000000002,0.0,44.31137796,No,227.66,25.7,25.7,2,208.44,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
4976,337760,0,25209,2012-02-21,2016-02-24,2014-02-24,2015-02-25,48,20559.62,8262,24.0,143.64,0.15441,0.130525,41.1052014,No,1105.57,314.76,314.76,1,1888.11,4,lxidpiddsbxsbosboudacockeimpuepw,90.0,Stayed
4977,29377,0,1331,2011-07-26,2016-07-26,2015-06-21,2015-07-27,60,1648.19,1223,0.0,131.84,0.114025,0.097683,40.606701,No,114.4,21.23,21.23,1,186.34,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,27.6,Stayed
4978,14097,0,1161,2009-10-23,2016-10-23,2015-05-24,2015-10-25,84,1456.79,1161,0.0,133.97,0.11523699999999999,0.100123,40.606701,No,116.47,8.28,8.28,1,163.64,6,ldkssxwpmemidmecebumciepifcamkci,16.5,Stayed
4979,23487,0,1685,2009-11-20,2016-11-20,2009-11-20,2015-11-21,84,2289.6,1685,0.0,134.12,0.11523699999999999,0.100123,40.606701,No,161.23,5.64,5.64,1,280.78,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,29.7,Stayed
4980,287984,0,21070,2013-03-07,2016-03-07,2013-03-07,2015-03-09,36,6163.78,7805,0.0,0.0,0.136329,0.0,44.44470996,No,1075.33,0.12,0.12,1,306.56,3,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
4981,2043,0,189,2012-12-24,2016-05-04,2015-05-04,2015-01-05,41,363.1,189,0.0,13.77,0.13830499999999998,0.0,44.31137796,No,26.31,28.6,266.46,1,26.0,3,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
4982,42059,0,4087,2013-06-02,2016-06-02,2015-05-22,2015-06-09,36,4207.31,4087,0.0,129.24,0.11576099999999999,0.09941900000000001,40.606701,No,404.05,17.4,17.4,1,511.1,3,lxidpiddsbxsbosboudacockeimpuepw,19.0,Stayed
4983,21856,0,6956,2007-01-22,2017-01-17,2007-01-22,2016-01-18,120,0.0,6804,0.0,0.0,0.0006,0.0,0.0,No,0.0,29.64,29.64,1,193.33,9,lxidpiddsbxsbosboudacockeimpuepw,19.8,Stayed
4984,7171,0,632,2012-11-05,2016-11-04,2012-11-05,2015-11-05,48,1076.17,632,0.0,16.7,0.146348,0.0,45.30837756,No,93.45,13.26,13.26,1,89.97,3,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,Stayed
4985,3081,0,0,2011-10-19,2016-10-19,2011-10-19,2015-10-20,60,462.73,0,0.0,19.44,0.146348,0.0,45.80687796,No,0.0,18.12,18.12,1,45.62,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
4986,2587145,0,324254,2010-06-24,2016-06-24,2010-06-24,2015-06-26,72,2358.59,2825,0.0,16.26,0.16463699999999998,0.087381,44.31137796,No,326.55,19.28,19.28,1,200.17,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
4987,2108,0,235,2011-09-19,2016-09-19,2011-09-19,2015-09-20,60,316.37,235,0.0,19.8,0.14571099999999998,0.0,44.31137796,No,34.69,10.08,10.08,1,30.7,4,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,Stayed
4988,22088,0,0,2011-03-02,2016-03-02,2011-03-02,2015-03-09,60,1497.94,0,0.0,16.76,0.144149,0.0,44.31137796,No,0.0,29.76,29.76,1,142.09,5,lxidpiddsbxsbosboudacockeimpuepw,13.2,Churned
4989,4161,0,1011,2009-07-17,2016-07-17,2015-05-23,2015-07-19,84,613.19,1011,0.0,18.22,0.14317,0.0,44.31137796,No,146.16,18.62,18.62,1,58.12,7,ldkssxwpmemidmecebumciepifcamkci,13.2,Stayed
4990,22694,0,0,2013-04-03,2016-04-03,2015-03-09,2015-04-04,36,2712.2,0,0.0,24.6,0.158566,0.080667,44.31137796,No,0.0,25.7,25.7,1,212.3,3,lxidpiddsbxsbosboudacockeimpuepw,13.86,Stayed
4991,10998,0,1751,2011-01-26,2016-02-06,2014-02-06,2015-02-09,61,464.99,531,0.0,16.16,0.142065,0.0,44.31137796,No,76.12,34.68,34.68,1,47.31,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,Stayed
4992,29754,0,662,2012-12-13,2016-12-13,2015-05-24,2015-12-14,48,1009.09,662,0.0,130.43,0.11650899999999999,0.101397,40.9390266,No,67.13,16.46,16.46,2,124.98,3,lxidpiddsbxsbosboudacockeimpuepw,15.78,Stayed
4993,483388,0,34528,2012-10-03,2016-10-03,2015-08-27,2015-10-04,48,4025.42,3583,0.0,16.79,0.14166600000000001,0.0,44.31137796,No,513.68,6.92,6.92,1,280.68,3,ldkssxwpmemidmecebumciepifcamkci,10.392000000000001,Stayed
4994,12904,0,0,2009-10-27,2016-10-25,2009-10-27,2015-10-28,84,928.83,0,0.0,14.66,0.16708599999999998,0.08844400000000001,45.30837756,No,0.0,13.8,13.8,2,107.42,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
4995,5422,0,762,2012-08-18,2016-08-18,2015-11-16,2015-08-19,48,541.38,762,0.0,129.26,0.11634000000000001,0.099998,40.606701,No,74.3,23.47,23.47,1,74.48,3,lxidpiddsbxsbosboudacockeimpuepw,17.32,Stayed
4996,6056,0,568,2012-02-01,2016-02-01,2012-02-01,2015-02-02,48,446.3,568,0.0,16.95,0.14669400000000002,0.0,44.31137796,No,83.98,26.04,26.04,1,45.88,4,lxidpiddsbxsbosboudacockeimpuepw,10.39,Stayed
4997,22098,34472,0,2012-07-30,2016-07-30,2013-10-30,2015-07-31,48,3263.41,0,0.0,0.0,0.14316600000000002,0.0,44.31137796,Yes,0.0,18.94,18.94,2,363.29,4,lxidpiddsbxsbosboudacockeimpuepw,15.0,Stayed
4998,12369,0,0,2012-10-29,2016-10-29,2012-10-29,2015-10-30,48,1838.73,0,0.0,18.42,0.145789,0.0,44.31137796,No,0.0,28.2,28.2,1,175.04,3,lxidpiddsbxsbosboudacockeimpuepw,12.5,Churned
4999,10634,0,2460,2009-09-23,2016-09-23,2015-07-11,2015-09-25,84,1203.98,2460,0.0,16.33,0.16059,0.083332,44.31137796,No,294.66,8.93,8.93,1,83.31,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,Stayed
5000,9430,0,1078,2011-06-17,2016-06-17,2013-10-30,2015-06-23,60,187.54,0,0.0,11.44,0.14571099999999998,0.0,44.31137796,Yes,0.0,23.52,23.52,3,6.03,5,lxidpiddsbxsbosboudacockeimpuepw,14.49,Stayed
5001,70184,0,1367,2012-01-26,2017-01-26,2015-11-18,2016-01-27,60,860.58,0,0.0,18.27,0.144963,0.0,44.31137796,No,0.0,33.12,33.12,1,90.05,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
5002,1248,4601,12,2013-04-01,2016-04-01,2013-04-01,2015-04-02,36,230.94,12,0.0,9.5,0.2459260000000001,0.168032,53.28437796,Yes,2.42,130.25,130.25,3,67.96,3,lxidpiddsbxsbosboudacockeimpuepw,14.49,Stayed
5003,1532234,0,131412,2010-07-28,2016-07-28,2010-07-28,2015-07-29,72,9045.22,0,0.0,0.0,0.110422,0.094032,40.728885,No,0.0,91.72,91.72,1,335.23,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,62.975,Stayed
5004,4186,0,0,2011-10-14,2016-10-14,2011-10-14,2015-10-15,60,631.66,0,0.0,21.59,0.147506,0.0,45.80687796,No,0.0,22.68,22.68,1,56.56,4,lxidpiddsbxsbosboudacockeimpuepw,13.0,Stayed
5005,2539,0,0,2009-12-21,2016-12-21,2015-11-01,2015-12-23,84,379.62,0,0.0,15.9,0.144038,0.0,46.30537836,No,0.0,20.54,20.54,1,31.71,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
5006,7199,0,0,2010-02-01,2016-02-01,2015-12-15,2015-02-09,72,1088.89,0,0.0,15.48,0.144963,0.0,44.31137796,No,0.0,33.12,33.12,1,111.84,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
5007,20765,0,0,2011-10-10,2016-11-07,2014-11-07,2015-11-09,61,3949.67,0,0.0,17.03,0.18303699999999998,0.0,45.80687796,No,0.0,23.43,23.43,1,1188.55,4,ldkssxwpmemidmecebumciepifcamkci,13.2,Stayed
5008,4094,0,1047,2011-05-26,2016-05-26,2011-05-26,2015-05-29,60,612.83,1047,0.0,16.24,0.14571099999999998,0.0,44.31137796,No,154.08,18.84,18.84,1,66.56,5,lxidpiddsbxsbosboudacockeimpuepw,10.2,Stayed
5009,922,0,45,2013-03-22,2016-03-22,2013-03-22,2015-03-23,36,98.07,45,0.0,0.0,0.120372,0.103487,40.606701,No,4.73,122.4,122.4,1,10.14,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,49.0,Churned
5010,11374,0,1258,2012-06-22,2016-06-22,2013-10-30,2015-06-23,48,1704.42,1258,0.0,19.88,0.14571099999999998,0.0,44.31137796,No,185.68,19.28,19.28,1,157.43,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
5011,3630,0,479,2009-09-14,2016-09-14,2009-09-14,2015-09-15,84,539.15,479,0.0,18.6,0.144902,0.0,44.31137796,No,70.15,12.82,12.82,1,50.12,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
5012,1043,1275,108,2010-01-06,2016-03-06,2010-01-06,2015-03-09,74,83.08,0,0.0,16.41,0.165794,0.087899,44.31137796,Yes,0.0,23.76,23.76,3,10.19,6,ldkssxwpmemidmecebumciepifcamkci,10.392000000000001,Stayed
5013,41100,0,1505,2010-01-19,2017-01-19,2015-11-18,2016-01-20,84,317.84,0,0.0,0.0,0.144963,0.0,44.31137796,No,0.0,26.04,26.04,1,32.07,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
5014,6601,0,0,2010-03-01,2016-09-25,2014-09-18,2015-09-27,78,429.16,0,0.0,16.06,0.14571099999999998,0.0,44.31137796,No,0.0,13.4,13.4,1,35.0,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,Stayed
5015,4170,1436,298,2013-06-10,2016-07-01,2015-07-01,2015-06-14,37,611.93,298,0.0,22.34,0.13830499999999998,0.0,44.31137796,Yes,41.55,14.64,14.64,2,43.06,3,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,Stayed
5016,1212,0,0,2009-09-25,2016-09-25,2009-09-25,2015-09-27,84,180.42,0,0.0,19.55,0.144902,0.0,44.31137796,No,0.0,12.82,12.82,1,17.08,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
5017,13027,0,1317,2010-07-03,2016-07-03,2010-07-03,2015-07-04,72,1345.21,1317,0.0,129.74,0.115174,0.098837,40.606701,No,133.18,21.26,21.26,1,141.89,6,lxidpiddsbxsbosboudacockeimpuepw,20.0,Stayed
5018,19081,0,1256,2010-01-12,2016-02-09,2015-02-05,2015-02-11,73,1983.15,1256,0.0,131.45,0.11632999999999999,0.099441,40.606701,No,123.5,30.36,30.36,1,211.55,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,20.3,Stayed
5019,43029,1740,1181,2011-10-10,2016-07-23,2015-07-23,2014-12-17,57,5019.69,0,30.0,18.42,0.19923,0.0,45.80687796,Yes,0.0,30.53,30.53,3,311.96,4,lxidpiddsbxsbosboudacockeimpuepw,13.15,Stayed
5020,6920,0,0,2012-10-29,2016-10-29,2012-10-29,2015-10-30,48,1142.68,0,0.0,0.0,0.160487,0.0,44.44470996,No,0.0,61.52,61.52,1,192.95,3,ldkssxwpmemidmecebumciepifcamkci,10.392000000000001,Stayed
5021,14218,27629,857,2010-07-02,2016-07-02,2010-07-02,2015-07-04,72,325.1,0,0.0,16.81,0.14571099999999998,0.0,44.31137796,Yes,0.0,14.64,14.64,2,32.2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
5022,3319,0,5934,2013-01-03,2017-01-03,2013-01-03,2016-01-04,48,331.9,5934,0.0,242.96,0.11690199999999999,0.10001499999999999,40.606701,No,581.73,47.4,47.4,1,27.68,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.0,Stayed
5023,470591,0,28532,2011-05-24,2016-07-08,2014-07-08,2015-07-09,62,2040.12,0,0.0,19.66,0.138769,0.0,44.44470996,No,0.0,0.12,0.12,1,94.06,5,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
5024,39403,0,0,2011-08-13,2016-08-13,2015-06-16,2015-08-16,60,463.75,0,0.0,17.3,0.14166600000000001,0.0,44.31137796,No,0.0,12.36,12.36,1,37.91,4,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,Stayed
5025,3458,0,0,2010-01-04,2016-02-22,2010-01-04,2015-02-23,73,554.31,0,0.0,18.27,0.158145,0.0,44.31137796,No,0.0,37.56,37.56,1,54.03,6,lxidpiddsbxsbosboudacockeimpuepw,15.0,Stayed
5026,30043,0,0,2009-11-12,2016-11-12,2009-11-12,2015-11-13,84,1361.83,0,0.0,16.54,0.146348,0.0,45.30837756,No,0.0,17.67,17.67,1,128.6,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,Stayed
5027,16716,0,2761,2011-07-07,2016-07-07,2015-06-20,2015-07-09,60,1672.63,2761,0.0,131.07,0.114603,0.098261,40.606701,No,271.1,21.37,21.37,1,196.51,5,ldkssxwpmemidmecebumciepifcamkci,27.71,Stayed
5028,24402,0,2550,2012-11-27,2016-11-27,2015-11-01,2015-11-29,48,2531.15,2550,0.0,143.46,0.11593900000000001,0.100823,40.606701,No,247.05,3.24,3.24,1,314.7,3,ldkssxwpmemidmecebumciepifcamkci,17.320999999999998,Stayed
5029,190812,0,14654,2008-02-01,2016-02-01,2008-02-01,2015-02-02,96,4862.66,4195,0.0,131.9,0.1169,0.10001499999999999,40.606701,No,424.24,149.76,149.76,1,428.13,8,ldkssxwpmemidmecebumciepifcamkci,100.0,Stayed
5030,6587,13604,0,2011-05-16,2016-05-16,2015-04-14,2015-05-18,60,987.53,0,0.0,18.42,0.145137,0.0,44.31137796,Yes,0.0,25.56,25.56,5,99.69,5,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
5031,17604,0,0,2012-08-02,2016-11-16,2014-11-12,2015-11-18,51,2544.46,0,0.0,16.83,0.14463099999999998,0.0,44.31137796,No,0.0,6.45,6.45,1,209.5,3,ldkssxwpmemidmecebumciepifcamkci,13.856,Stayed
5032,1540,0,213,2012-01-30,2016-01-30,2012-01-30,2015-02-09,48,231.52,213,0.0,15.03,0.14669400000000002,0.0,44.31137796,No,31.48,34.68,34.68,1,23.77,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
5033,3504,0,0,2009-11-02,2016-11-02,2009-11-02,2015-11-04,84,528.09,0,0.0,9.14,0.146348,0.0,45.80687796,No,0.0,21.78,21.78,1,52.71,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
5034,1961,0,0,2012-11-29,2016-11-29,2012-11-29,2015-11-30,48,543.54,0,0.0,16.9,0.272981,0.0,59.26637796,No,0.0,196.32,196.32,1,267.31,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
5035,3775,0,331,2012-03-09,2016-03-09,2012-03-09,2015-03-10,48,570.76,331,0.0,14.95,0.14669400000000002,0.0,44.31137796,No,49.18,34.27,34.27,1,54.11,4,lxidpiddsbxsbosboudacockeimpuepw,15.0,Stayed
5036,904954,906652,95109,2010-02-02,2016-02-02,2010-02-02,2015-02-03,72,7338.28,14230,0.0,26.87,0.164051,0.086168,44.31137796,Yes,1451.38,25.68,25.68,2,700.67,6,lxidpiddsbxsbosboudacockeimpuepw,11.4,Stayed
5037,0,0,0,2010-07-01,2016-07-01,2010-07-01,2015-07-04,72,0.0,0,0.0,18.62,0.144902,0.0,44.31137796,No,0.0,19.48,19.48,1,0.0,6,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
5038,10106,0,0,2013-06-07,2016-06-07,2014-06-02,2015-06-23,36,1489.46,0,0.0,0.0,0.142819,0.0,44.31137796,No,0.0,19.28,19.28,2,125.88,3,ldkssxwpmemidmecebumciepifcamkci,13.2,Stayed
5039,48667,0,0,2013-04-09,2016-10-23,2013-10-23,2015-10-25,42,312.83,0,0.0,15.93,0.140621,0.0,44.31137796,No,0.0,9.919999999999991,9.919999999999991,1,22.61,3,ldkssxwpmemidmecebumciepifcamkci,13.2,Churned
5040,130174,0,8668,2004-12-27,2016-12-27,2013-09-14,2015-12-28,144,12777.68,8668,0.0,144.01,0.110955,0.095842,40.606701,No,820.07,15.42,15.42,1,973.47,11,lxidpiddsbxsbosboudacockeimpuepw,75.0,Stayed
5041,55005,0,13143,2010-03-31,2016-03-30,2014-01-24,2015-03-31,72,4891.15,13143,0.0,384.93,0.10016699999999999,0.091892,58.99595196,No,1146.98,1.91,1.91,1,501.08,6,lxidpiddsbxsbosboudacockeimpuepw,78.0,Stayed
5042,9416,14238,1797,2009-04-24,2016-12-31,2014-11-11,2016-01-01,92,0.0,0,0.0,361.42,0.092453,0.086393,59.17346796,Yes,0.0,0.12,0.12,4,0.0,7,ldkssxwpmemidmecebumciepifcamkci,80.0,Stayed
5043,2114,0,52,2012-03-16,2016-03-16,2014-06-27,2015-03-19,48,272.9,0,0.0,15.02,0.14669400000000002,0.0,44.31137796,No,0.0,30.22,30.22,1,30.52,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,Stayed
5044,641891,21562,52312,2012-07-11,2016-07-11,2014-06-18,2015-07-15,48,7105.03,4140,0.0,0.0,0.114481,0.098142,40.606701,Yes,415.5,14.24,14.24,3,732.49,4,lxidpiddsbxsbosboudacockeimpuepw,29.7,Stayed
5045,70626,0,0,2009-11-10,2016-11-09,2015-09-20,2015-11-10,84,1196.66,0,0.0,15.0,0.16329100000000002,0.084645,44.31137796,No,0.0,6.45,6.45,1,81.08,6,ldkssxwpmemidmecebumciepifcamkci,13.856,Stayed
5046,1216,0,230,2010-10-26,2016-10-25,2015-08-26,2015-10-28,72,179.45,230,0.0,16.41,0.142881,0.0,46.30537836,No,33.14,28.76,28.76,1,14.43,5,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
5047,177468,30731,18124,2011-10-08,2016-10-08,2015-09-18,2015-10-09,60,3385.38,2804,0.0,129.72,0.11593900000000001,0.100823,40.606701,Yes,276.8,6.92,6.92,3,411.53,4,lxidpiddsbxsbosboudacockeimpuepw,20.785,Stayed
5048,73726,11667,8273,2013-03-22,2016-03-22,2013-03-22,2015-03-23,36,4989.66,4218,0.0,143.58,0.115744,0.098858,40.606701,Yes,430.71,44.28,44.28,4,746.45,3,lxidpiddsbxsbosboudacockeimpuepw,27.68,Stayed
5049,4133,0,0,2012-07-27,2016-07-27,2015-06-21,2015-07-28,48,438.86,0,0.0,117.87,0.11576099999999999,0.09941900000000001,40.606701,No,0.0,33.85,33.85,1,52.59,4,lxidpiddsbxsbosboudacockeimpuepw,25.0,Stayed
5050,50997,0,5493,2012-07-09,2016-07-08,2013-09-16,2015-07-09,48,4292.44,5493,0.0,129.36,0.11332300000000001,0.096984,40.606701,No,541.62,17.74,17.74,1,417.62,4,lxidpiddsbxsbosboudacockeimpuepw,23.01,Stayed
5051,3124,0,296,2012-04-30,2016-04-30,2012-04-30,2015-05-01,48,469.78,296,0.0,14.11,0.14571099999999998,0.0,44.31137796,No,43.53,25.84,25.84,1,48.34,4,lxidpiddsbxsbosboudacockeimpuepw,12.5,Stayed
5052,3248,435,311,2010-03-01,2016-03-01,2014-06-27,2015-03-09,72,260.38,0,0.0,9.13,0.14669400000000002,0.0,44.31137796,Yes,0.0,23.65,23.65,2,30.61,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,Stayed
5053,2396,0,221,2013-01-03,2017-01-03,2013-01-03,2016-01-04,48,575.92,221,0.0,18.32,0.23777600000000002,0.0,44.31137796,No,53.03,0.0,0.0,1,256.97,3,lxidpiddsbxsbosboudacockeimpuepw,12.5,Stayed
5054,747,0,78,2009-10-20,2016-10-20,2015-08-26,2015-10-22,84,111.78,78,0.0,19.19,0.142881,0.0,46.30537836,No,11.28,21.52,21.52,1,9.34,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,Stayed
5055,65104,127510,4913,2012-01-02,2017-01-02,2015-11-16,2016-01-03,60,2524.14,0,0.0,18.32,0.142996,0.0,44.31137796,Yes,0.0,23.4,23.4,4,272.72,4,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,Stayed
5056,41064,0,2251,2012-02-14,2016-10-31,2015-09-20,2015-11-01,56,4539.11,2251,0.0,142.61,0.117486,0.100596,40.606701,No,221.22,81.16,81.16,1,257.58,4,ldkssxwpmemidmecebumciepifcamkci,60.0,Stayed
5057,3495555,0,350657,2011-08-10,2016-06-17,2014-06-17,2015-06-22,58,3447.41,2380,0.0,145.29,0.11523699999999999,0.100123,40.606701,No,252.88,20.2,20.2,1,361.93,4,lxidpiddsbxsbosboudacockeimpuepw,22.0,Stayed
5058,342276,0,31743,2010-05-24,2016-05-24,2010-05-24,2015-05-29,72,6258.59,5050,0.0,131.38,0.11690999999999999,0.10057200000000001,40.606701,No,485.57,22.62,22.62,1,688.83,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,33.0,Stayed
5059,7710,0,0,2011-09-21,2016-09-21,2011-09-21,2015-09-23,60,905.15,0,0.0,23.87,0.16695,0.08969500000000001,44.31137796,No,0.0,13.4,13.4,1,111.37,4,lxidpiddsbxsbosboudacockeimpuepw,13.86,Stayed
5060,2198,0,0,2010-04-29,2016-04-29,2010-04-29,2015-04-30,72,332.3,0,0.0,16.21,0.14571099999999998,0.0,44.31137796,No,0.0,27.32,27.32,1,34.9,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,Stayed
5061,9468,0,901,2011-07-28,2016-07-28,2011-07-28,2015-07-29,60,1217.4,901,0.0,16.32,0.16695,0.08969500000000001,44.31137796,No,115.62,19.48,19.48,1,112.13,5,lxidpiddsbxsbosboudacockeimpuepw,13.856,Stayed
5062,8339,0,2553,2009-09-10,2016-09-10,2015-07-12,2015-09-11,84,847.7,2553,0.0,16.52,0.161168,0.083911,44.31137796,No,238.5,10.08,10.08,1,72.36,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,Stayed
5063,2273,0,514,2012-01-17,2016-12-24,2014-12-24,2015-12-26,59,286.2,514,24.0,142.0,0.145677,0.125383,41.7698634,No,62.29,83.19,83.19,1,23.59,4,ldkssxwpmemidmecebumciepifcamkci,24.249000000000002,Stayed
5064,7278,0,1659,2010-04-17,2016-04-17,2010-04-17,2015-04-19,72,1098.91,1659,0.0,18.62,0.14669400000000002,0.0,44.31137796,No,245.99,21.48,21.48,1,94.03,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.39,Stayed
